Message,Tag,Page নাম,Total Tagged (no confusion),Count 0,Count 1,Count 2,Count 3,Count 4,Count 5,Total Normal,Total Hate
যারা নাম কে গালি দেয় তোদের মায়ের কাঁদে তুলে তোদের বোন কে আমি মানে চুদুমু,1,SalmanMuktadir,,,,,,,,,
তোগো মায়েরে চুদি যারা নাম কে গালি দেস,1,SalmanMuktadir,,,,,,,,,
সবাইকে বলছি নাম না হয় একটাবার ভুল করেই ফেলছে তাই বলে তার প্রতিটি এ সবাই এতো নোংরা কমেন্ট করো কেন একটাবার নাম কে সুযোগ দাও,0,SalmanMuktadir,,,,,,,,,
কি বেপার ভাইয়া তুমি একা কিনু তুমার সাথেকার খানকিডা কুতায়,1,SalmanMuktadir,,,,,,,,,
পানি খা গিয়ে চেহারা খারাপ হয়ে গেছে,1,SalmanMuktadir,,,,,,,,,
অভদ্র প্রেম অনেক হলো এইবার শুরু ভদ্র প্রেম,0,SalmanMuktadir,,,,,,,,,
ধন্যি হলাম তোমার রিপ্লে পেয়ে,0,SalmanMuktadir,,,,,,,,,
চল সবাই নাম এর তে রিপোর্টে মেরে বাদ করে দেই কারন সে আবুল বিড়ি খায় তাই এত আবাল,1,SalmanMuktadir,,,,,,,,,
ওরে ভুদাই রাতের বিনোদন দিবি দে তাই বলে এতো রাতে এখন তো কমেন্ট পড়তে পড়তে রাত পার হয়ে যাবে,1,SalmanMuktadir,,,,,,,,,
সালা তুই তোহ এমনিই পুটকি ছাটা ড্রাগস এর মতন সালা সুয়ার কোথাকার তুর পোস্টের কারণে পৃথিবীতে এলিয়েন আসে না জানস শুয়ার,1,SalmanMuktadir,,,,,,,,,
মা বাবার জারজ সন্তান,1,SalmanMuktadir,,,,,,,,,
চোদনা আমাদের কমেন্ট পরো না কেন,1,SalmanMuktadir,,,,,,,,,
কমেন্ট পড়ে কেউ মারা গেলে কতৃপক্ষ দায়ী নয়,0,SalmanMuktadir,,,,,,,,,
এক্স কে দিয়া বাল পালাইতে ছিলাম তখনই দেখি আন্নে পোস্ট করসেন এক্সের পাচায় লাত্তি মেরে চলে আসলাম আপনার চমেন্ট বাক্সে কমেন্ট করতে পেরে আমি ধন্য হঠাত দেখি আমার বিচি একটা নাই কিয়েএক্টাবস্তা এক্স আমার একটা বিচি নিয়া গেসে বিরিয়ানি খাওয়ার লাগি,5,SalmanMuktadir,,,,,,,,,
টানা ছয় মাস ১১দিন ভাত না খেয়ে শুধু মুলা খেয়ে রানের চিপায় আটকে রেখে যদি তোর মুখে ঠাস ঠাস করে কয়েকটা পাঁদ মারতে পারতাম তাহলে মনটা শান্তি পাইতো,1,SalmanMuktadir,,,,,,,,,
মামু এরে পয়দা করছে কিডা নাম এর বংশধর নাকি,1,SalmanMuktadir,,,,,,,,,
ভাই হাগা আসছিল ২ মিনিট পরে জাব ভাবি চালাতে চালাতে তোর পোস্ট চোখে পড়ে হাসতে হাসতে পেন্টে হেগে দিসি সালার পেন্ট কি নাম ধুবে,1,SalmanMuktadir,,,,,,,,,
তোরে রাস্তায় পেলে হনুমান দিয়ে তোর পুটকি মারামু,1,SalmanMuktadir,,,,,,,,,
তোর গুষ্ট চুদি খানকি মাগির ছেলে বেসশার পুলা তুই কি তোর কমেন্ট গুলা দেখিস না তর কি লজ্জা হয়না তোরে মানুশ কেমন চুদা চুদে তোর বোনরে চুদি সালা হিজরা তোরে চুদি তোরত মরে যাওয়া উচিৎ,1,SalmanMuktadir,,,,,,,,,
আমি জন্মের পর কোন বকা শিখছিলাম না সত্যিই এর পোস্টের কমেন্ট পরে সব বকা শিখেছি নাম এর হেটার দের ধন্যবাদ আর নামের জন্যে ভালবাসা,0,SalmanMuktadir,,,,,,,,,
হালার পো খালি পজেটিভ গুলা পড়ছে দুই একটা লেইম নেগেটিভ যেগুলির উত্তর দিতে গেলে তার উঁচুনিচু দাঁত ও ভেঙ্গে যাবে সেগুলি পড়েনাই বাঞ্চদ,1,SalmanMuktadir,,,,,,,,,
বিডিও দেখার পর হাগা আসছিল বেশ হাগু সেরে পেল্লাম,5,SalmanMuktadir,,,,,,,,,
হু তুই একটা আবাল তবে আচোদা আবাল,1,SalmanMuktadir,,,,,,,,,
মাথার উপর দিয়ে গেলো কিছুই বুঝলাম না,0,SalmanMuktadir,,,,,,,,,
আপনার অভদ্র প্রেম ১০০ বারের উপর শুনেছি ভাই,0,SalmanMuktadir,,,,,,,,,
কমেন্ট পড়ার টাইম না হলে রিপ্লাই গুলো দেয় কে তাহলে,0,SalmanMuktadir,,,,,,,,,
বলদচোদা কি গায়ে লেখা থাকে পোলাপান‌ এর এক্সাম চলে রে ভাই তোরে ক্যাচ করার জন্য পোলাপান তাদের মুল্যবান টাইম নস্ট করবে না,1,SalmanMuktadir,,,,,,,,,
বাংলাদেশের শ্রেষ্ঠ বোকাচোদা,1,SalmanMuktadir,,,,,,,,,
নাম ভাই আমি আজ ২ ৫ বছর আপনার ভিডিও দেখি বিশ্বাস করুন আপনার অভিনয় এবং কাজগুলো আমার কাছে সেই লাগে আমি বলতে ইউটিউভ জগতে আপনিই নাম্বার ওয়ান আপনার প্রতিটা ভিডিওর ই লজিক আছে এবং যারা আপনাকে হেইট করে তাদের যোগ্যতা নেই আপনার মত জনপ্রিয় হবার কয়টা ফানি ভিডিও বানান,0,SalmanMuktadir,,,,,,,,,
কি করবা ভাই সব তোমার কৃতকর্মের ফল কিছুটা তো ভোগ করতেই হবে চোখের পানি শেষ অইয়া গেলে গ্লিসারিন লাগাইয়া নিস ভাই প্রচুর কাঁদতে হবে,0,SalmanMuktadir,,,,,,,,,
সমাজ টা কে পাল্টানোর চেষ্টা করি চলো সবাই সংঘবদ্ধ হয়ে আশেপাশের অনিয়ম গুলা ঘটে যাওয়া ঘটনা গুলা তুলে ধরি সবাই একসাথে সত্যের জন্য আওয়াজ তুলি লিংক,0,SalmanMuktadir,,,,,,,,,
আসমানে তুলিয়া ঠ্যাং লাগায়া দিমু ব্যাঙ উচা করিয়া পাছা ভেঙে দিব তুমার খাচা উদাস করিয়া মন ঐখানে দিব আফ্রিকানদের ধন,1,SalmanMuktadir,,,,,,,,,
আমি একটি সিরিয়াস বিষয় নিয়ে কথা বলছি ছেলেটার ফেবুতে এত খারাপ কমেন্ট কেন সেতো বলেছেই যে তাকে যদি খারাপ লাগে তবে তার কিছু না দেখতে তবে হুজুগে বাংগালি সবসময় মাসুম একটা লোককে চুদে দেয় লাভ ইউ নাম একটা রিপ্লাই দিয়ো প্লিজ,5,SalmanMuktadir,,,,,,,,,
লুইচ্চা নং১,1,SalmanMuktadir,,,,,,,,,
আমার কমেন্ট পড়ার টাইম নাই দেখার টাইম নাই হালার রিপ্লায় দেওয়ার টাইম আছে এত বালের কথা বলো ক্যামনে বাসায় কি ছোট বেলায় এই সব শিখাইছে নাকি,1,SalmanMuktadir,,,,,,,,,
পাতার নাম পুদিনা নাম তোমাকে এখান কেও চোদবো না,1,SalmanMuktadir,,,,,,,,,
খানকির পোলা তুকে মেলা দিন ধরে ভাবছি একটা গালি দিবো তাই দিলাম খানকির পোলা,1,SalmanMuktadir,,,,,,,,,
এই রকম সংকর মার্কা ক্যাপশন চুদাও কি জন্য তোমারে কি অর্ধেক গরু আর অর্ধেক ছাগলে চুইদা বাইর করছে খানকির পোলা জারজের বাচ্চা,1,SalmanMuktadir,,,,,,,,,
তর বৌ নাম কে দিয়ে বানাইতে পারিস না সেক্স ভিডিও মাগির পোলা,1,SalmanMuktadir,,,,,,,,,
ভাই আসলেই অমুল্যবান টাইম টা নস্ট হইয়া গেছে,0,SalmanMuktadir,,,,,,,,,
সবি ঠিক ছিল একটাই দোস তোর তুই কেন নামর পুটকিতে মুখ দিলি,1,SalmanMuktadir,,,,,,,,,
তোরে মাদ্রাসায় পড়াইছে এজন্যই এ শালা পাউল খালি অশ্লিলতার চড়াচড়ি তার ভিডিওতে বসে এগুলি দেখছ,1,SalmanMuktadir,,,,,,,,,
আজকে আমি পায়খানা করবো না পায়খানা করবো না আজকে আপনারা আমার বাসায় আসবেন না আমার কমেড নসট,5,SalmanMuktadir,,,,,,,,,
আমার ভালো লাগে ভাই আর প্লিজ ব্যাকগ্রাউন্ড টানবেন না,0,SalmanMuktadir,,,,,,,,,
কেউ গালি দিবেন মাগির পোলারে,1,SalmanMuktadir,,,,,,,,,
ভাবিয়া করিও কাজ করিয়া ভাবিও না এই কথার সারমর্ম যদি এখনো বুঝতে না পারো তবে তুমি বোকা চৌধুরী রয়ে যাবে,0,SalmanMuktadir,,,,,,,,,
তর মারে চুদছিলাম নাকী,1,SalmanMuktadir,,,,,,,,,
পক্ষ নিয়ে কথা বলা সব মানুষ গুলোর পাচায় চুলকানি আছে মে বি নাম কে দিয়ে পাচা চাটাতে চাই,1,SalmanMuktadir,,,,,,,,,
ছোট বোন টোন থাকলে নামের কাছে পাঠিয়ে দিও চেটে চেটে ১ মিনিট ২২সেকেন্ড খাবে,1,SalmanMuktadir,,,,,,,,,
শোনো ওহে বৎস ধরিয়া মৎস্য বেচিয়া গঞ্জে কুল কুঞ্জে না খাইয়া তাজা কেনো খেয়েছো তুমি মেয়াদ উত্তীর্ণ গাজা,1,SalmanMuktadir,,,,,,,,,
প্রতিদিন একটা করে ভিডিও দেখি নাম দা ব্রাউনফিশ চ্যানেলের আগের গুলাই দেখি ৫ ৬ বছর আগের গুলাই,1,SalmanMuktadir,,,,,,,,,
যারা বলতেছে নাম খারাপ নাম লুচ্চা তাদেরকে বলছি আপনারাতো অনেক ভালো তাহলে কোনো খারাপ ছেলের পোস্টে কমেন্ট করতাছেন আপনারাতো ফেরেশতা তা আপনাদের মুখের বাণীতে বোঝা যায়,0,SalmanMuktadir,,,,,,,,,
হচছ এক্সাম দিয়ে এসে ক্লান্ত মনে ভাব্লাম একটু বিনোদন নিয়ে মনটা ফ্রেশ করি এসে দেখি বিনোদন এর কমেন্ট গুলো পাইতেসি না তাই ভাব্লাম ডিপজল ভাই কে মেনশন দিই যখন তিনি অই লাইত অফ কর বইলা তুমাকে পাটখেতে পুত মেরে দিবে তখন আমরা তুমাদের ভিজা ছাদর এর গান বিজিম হিসেবে লাগায়ে দিবু,1,SalmanMuktadir,,,,,,,,,
একজন শিক্ষিত মেয়েও যখন বলে অভদ্রতা ট্যালেন্টের কাতারে পরে,0,SalmanMuktadir,,,,,,,,,
উপর থেকে কমেন্ট পড়তে পড়তে আসলাম উপরের গুলা সব তেলবাজি কমেন্ট৷ তেল থাকলে ভালো বাট বেশি হইলে খাওয়ায় মজা থাকে না নিচের গুলা পড়ে মজা পাইতেসি নাম তুমি সেরা ভায়া তুমি পোস্ট করবা খালি আর কিচ্ছু না৷ কমেন্ট পড়ে আমাদের মন এমনেই ভালো হয়ে যায় আমাদের মন ভালো রাখার জন্য তোমার মুখে শান্তিতে নোবেল ছুড়ে মারা উচিত,1,SalmanMuktadir,,,,,,,,,
নিতান্ত সময়ের ব্যাপার আগে ভালো মানুষ হউক ভদ্র ভিডিও তৈরি করুক তারপর আশা করি তরুন সমাজরা আপনাকে সাপোর্ট করবে,0,SalmanMuktadir,,,,,,,,,
ভাবি এক গেইম লুডু হয়ে যাক,0,SalmanMuktadir,,,,,,,,,
ভাইয়া তুমি এগিয়ে যাও অনেক শুভ কামনা তোমার জন্য আর যারা তোমাকে নিয়ে খারাপ মন্তব্য করে আসলেই তারা একটা আবাল,5,SalmanMuktadir,,,,,,,,,
ওহে পাগলা জাতির অাবাল কপ কিভাবে করে,1,SalmanMuktadir,,,,,,,,,
অভদ্র হয়েছি আমি তোমারই প্রেমে তাই ভিপিএন ডাওনলোড করছি,0,SalmanMuktadir,,,,,,,,,
পাছা চাটবো না,5,SalmanMuktadir,,,,,,,,,
তোর গুষ্ট চুদি খানকি মাগির ছেলে বেসশার পুলা তুই কি তোর কমেন্ট গুলা দেখিস না তর কি লজ্জা হয়না তোর বোনরে চুদি সালা হিজরা তোরে চুদি,1,SalmanMuktadir,,,,,,,,,
অভদ্র হয়ে যাবেন আপনি উনার ই প্রেমে,0,SalmanMuktadir,,,,,,,,,
শালা সাউয়া র সেলেব্রিটি শালা বাংলা লিখতে পারেনা,1,SalmanMuktadir,,,,,,,,,
নাম কি চলে গেছে নাকি ভাই,0,SalmanMuktadir,,,,,,,,,
পুটকি মারা দে তুই বাইনচোদের জ্বালায় দেশ ছেড়ে চলে আসছি,1,SalmanMuktadir,,,,,,,,,
বালের ফিলোসোফি চুদা,1,SalmanMuktadir,,,,,,,,,
ধর্ষন শাস্ত্রের বিশারদ বাবা নাম এর বানী,1,SalmanMuktadir,,,,,,,,,
নাম চইলা গেছে বুঝি,0,SalmanMuktadir,,,,,,,,,
কেন রে ভাউ নাম কি চলে গেছে,0,SalmanMuktadir,,,,,,,,,
কিরে মাদারি তুই এত কেনো ভাবিস বলতো তোর কি লজ্জা আসে রে,1,SalmanMuktadir,,,,,,,,,
নতুন কিছু বলো গেদু এগুলা পোলাপান জানে,1,SalmanMuktadir,,,,,,,,,
যে থাকার সে পুটকি ম্রা খাইলেও থাক্বে নাম আছে তো ভাউ,5,SalmanMuktadir,,,,,,,,,
বুচ্ছি তুমিও নামের সাথে নাম এর পুটকির ভাগ বাসতো আসছো,1,SalmanMuktadir,,,,,,,,,
নাম এরে পুটকি খাইলা খেয়ে ছেড়ে দিলা কিন্তু এখন আফসস করো রেখে রেখে খাবা বলে,1,SalmanMuktadir,,,,,,,,,
অভদ্র হয়েছি আমি তোমারি দোচনের ভিডিও দেখে তাই,1,SalmanMuktadir,,,,,,,,,
ভাতিজা মলম লাগাইয়া দিমু পেন্ট খুল শালা,1,SalmanMuktadir,,,,,,,,,
নাম তুমি কি বাংলা গিলে খেয়েছো স্টাট্যাস যদি দিতেই হয় বাংলায় দিও ইংলিশে স্টাট্যাস দিলে নাম এর পুটকিতে মুখ দেয়ার মত হয়ে যায় ব্যাপারটা,1,SalmanMuktadir,,,,,,,,,
ব্রা যতই ইমোশনাল পোস্ট চোদাও অয় কিন্তু আর ফিরব নাহ,1,SalmanMuktadir,,,,,,,,,
সব ঠিক আছে তোমাকে কোন শালায় বলছে নাম এর পুটকিতে মুখ দিতে,1,SalmanMuktadir,,,,,,,,,
এজন্যই নাম পটু খাবার পরে ছলে গেসিলো বাড়া,1,SalmanMuktadir,,,,,,,,,
খারাপের সাথে খারাপই করতে শিখেছি তোমার মত দালালি করতে শিখিনি নামের দালাল,1,SalmanMuktadir,,,,,,,,,
সেই জন্যই নাম তোমাকে ছেড়ে চলে গেছে,0,SalmanMuktadir,,,,,,,,,
নাম এর সাথে আবার এক ঘরে এক খাটের তলায় থাকতে চাও হালা মান্দের পো লুইচ্চা গে,1,SalmanMuktadir,,,,,,,,,
নাম নাকি আবার পাদ দিলো তোর মুখে,1,SalmanMuktadir,,,,,,,,,
আইছে আরেক দালাল নামের দালালি না করলে ভালো লাগে না,1,SalmanMuktadir,,,,,,,,,
সব গুলা কি নামে চাটবে আমাদের কপালে কেউ নাই,1,SalmanMuktadir,,,,,,,,,
যে যাবে তাকে পুটকিতে মুখ দিয়েও আটকে রাখা যাবে না,1,SalmanMuktadir,,,,,,,,,
কইত্তে কপি মারসোস ওইডা ক আগে,0,SalmanMuktadir,,,,,,,,,
তুমি বাল বাংলায় লিখতে পারো না,1,SalmanMuktadir,,,,,,,,,
নাম এর পুটু চাটার পরে এগুলা বলেই ব্রেকাপ করে নিয়েছো না শুয়ার তুমি বহুত বড়ো হারামি আছো,1,SalmanMuktadir,,,,,,,,,
নাম এর সাথে রুম একশেন এর আগে মনে ছিলোনা,1,SalmanMuktadir,,,,,,,,,
ওরে বিনোদন চলে আসছে এটলিস্ট দুইদিন এই কমেন্ট পড়ে মন ভালো রাখতে পারব তুমি রেগুলার পোস্ট করবা,0,SalmanMuktadir,,,,,,,,,
মুরুক্কুচুদা,1,SalmanMuktadir,,,,,,,,,
বাল বাল বাল কি লিখছো কিচ্ছু বুঝিনাই তোমার মতো কি সবাই ইংলিশ বুঝে আবার নতুন করে বাংলায় লিখো তারপর আবার তোমাকে নাম এর পুটকি চুষতে দেয়া হবে,1,SalmanMuktadir,,,,,,,,,
যারা একই কমেন্ট বার বার করেন তাদেরকে বলছি আপনারা নতুন কিছু তৈরী করুন বার বার সেম কমেন্ট করলে যারা কমেন্ট পড়তে আসে এরা অনেক বিরক্ত হয় সব পোষ্ট এ সেম কমেন্ট ভাল্লাগেনা তাই নতুন কিছু তৈরী করে আমদের নতুন কিছু উপহার দিন ধন্যবাদ সবাইকে,0,SalmanMuktadir,,,,,,,,,
চুদির আবাল চোদা,1,SalmanMuktadir,,,,,,,,,
বোকাচোদা টা কি বলে কিচ্ছু বুঝলাম না কারন আমি ইংলেজি পারিনা,1,SalmanMuktadir,,,,,,,,,
দিন রাত নামকে খেলার পরও নাম আপ্নাকে ছেরে চলে গেলো এত কিছুর পরও নাম এটা করতে পারলো তীব্র নিন্দা ও প্রতিবাদ জানাচ্ছি নাম এর এমন সাংগাতিক কর্মের জন্য,1,SalmanMuktadir,,,,,,,,,
নাম মূক্তাদিরের পোস্ট নিয়া এত চুলকানি কেন এই আবালচোদা পাবলিকের,5,SalmanMuktadir,,,,,,,,,
মাদারি আর কিয়ারে ন পস,0,SalmanMuktadir,,,,,,,,,
তুই তোহ নাম এরে রাখতে পারোস নাই আপসোস থাকলে হইতো ওর পুটকি সবসময় চাটতে পারতি,1,SalmanMuktadir,,,,,,,,,
যে থাকার তাকে গে এর কাছে রেখে দিলেও থাকবে যে থাকার না তাকে নাম এর কাছে রাখলেও থাকবেনা নলাসদা কি ডায়লগ টা দিলো আমি ভক্ত হয়ে গেলাম,1,SalmanMuktadir,,,,,,,,,
কমেন্টের বানান ঠিক কর ভাইয়া পড়তে পারতেছি না কি কইলেন কি লাগে লগের ভাই নাম এ মানে কি এসব টাকলা বা কামলা কমেন্ট বুঝিনা বাংলায় গালি দেন নামের ফ্যান হিসেবে গালি শুনতে মজাই লাগে তবে খাটি শুদ্ধ বাংলা গালি হতে হবে,0,SalmanMuktadir,,,,,,,,,
খানকির পোলা তুই ন মরস আইজু,1,SalmanMuktadir,,,,,,,,,
নাম এর সালাম নিন নাম এর পুটকিতে মুখ দিন,1,SalmanMuktadir,,,,,,,,,
তোমারে আবার কোন ছেলে খেয়ে ছেড়ে দিছে আহালে বাবুর কুব কষ্ট,1,SalmanMuktadir,,,,,,,,,
হুদাই এইসব আবাল মার্কা কথা বইলা নিজেকে আর হাসির পাত্র বানাইসনা ভাই তোর জন্য কষ্ট লাগে,1,SalmanMuktadir,,,,,,,,,
কেন তোমাকে কেউ খেয়ে ছেড়ে দিছে নাকি,1,SalmanMuktadir,,,,,,,,,
আলগার ঘরে আলগা গু খাইয়া তোর যে উন্নতি হয়ছে তার জোরে তুই এখন ইংলিশ চোদাও,1,SalmanMuktadir,,,,,,,,,
শালা তোমার যে চিরত্র কেমনে থাকবে,1,SalmanMuktadir,,,,,,,,,
যেমন তুই গে ছিলি আছিস ভবিষ্যত লেসবিয়ান হতে পারিস এই তর জীবন,1,SalmanMuktadir,,,,,,,,,
অনেক দিন পর একটা সত্য কথা বলছিস নাম বাইনচোদ,1,SalmanMuktadir,,,,,,,,,
বাংলাদেশের প্রোডাশন হয়ে থাকলে শুদ্ধ বাংলায় লিখে দেখা হালার পুত বাংলাদেশে থাইক্কা বাং ইং চোদাও এটা আমি বলি নাই নাম বলছে,1,SalmanMuktadir,,,,,,,,,
লাভ রিয়েক্ট দেয় কোন বাইঞ্চুদে,1,SalmanMuktadir,,,,,,,,,
বুঝলাম এবার হালকা একটু মুতে শুয়ে পড়েন বস,5,SalmanMuktadir,,,,,,,,,
এই হালার স্টাটাসে লাভ রিয়েক্ট দেওয়া পাব্লিক গুলা কোন প্রজাতির,1,SalmanMuktadir,,,,,,,,,
ভাই আমি আপনার অনেক বড় ফ্যান কিন্তু আপনার বাংলিশের চোদন তো আর ভাল্লাগে নাহ,1,SalmanMuktadir,,,,,,,,,
এ ভাই তুই অর্ধেক ইংলিশ আর অর্ধেক বাংলিশ লিখছিস কি জন্যি তুই এত্তবড় আবাল কেন ক তো,1,SalmanMuktadir,,,,,,,,,
আসলে খেয়ে ছেড়ে দেওয়ার থেকে রেখে খাওয়া উত্তম আপুটি আজো বুঝলোনা,5,SalmanMuktadir,,,,,,,,,
আগে ছেলে মেয়েরা মোবাইলের দিকে তাকিয়ে মুচকি মুচকি হাসলে মায়েরা জিজ্ঞাস করতো কিরে কার প্রেমে পড়েছিস এখন হাসলে বলে নিশ্চয়ই নাম এর পোস্টের কমেন্ট পড়ছিস,0,SalmanMuktadir,,,,,,,,,
মাফ চাউ মাফ চাউ মাফ চেয়ে বাড়াউ,0,SalmanMuktadir,,,,,,,,,
নুনু কিন্তু জনগনের পাছা মেরে জয়ে লক্ষ্যে আগাই যাচ্ছে,5,SalmanMuktadir,,,,,,,,,
নামের বাপ মা নির্দোষ দুইটা ব্যক্তি হারাদিন কত বকা খায় নাম শুন ভাই পোস্ট করার আগে ওদের কথা একটু ভাবিস,0,SalmanMuktadir,,,,,,,,,
গাজাখুর কমেন্ট,5,SalmanMuktadir,,,,,,,,,
নেগেটিভ মার্কেটিং যদি কোন শিল্প হত তাইলে নাম অবশ্যই এই শিল্পের পিকাসো হত নিজেরে পচাইয়া ফেমাস হওয়া কেউ উনার কাছে শেখেন এখনও সময় আছে ভাই তওবা পড়ে ৩ চিল্লায় যান,1,SalmanMuktadir,,,,,,,,,
শালা তুই কি ইহুদী নি,1,SalmanMuktadir,,,,,,,,,
তেহেরী খেয়ে আসলাম এবং আসার সময় ভাবলাম ফেবুতে সুন্দরী ছেরীর ছবি আপলোড দিলে চুমু খাব এসেই এই শুয়র্টাকে দেখে বমি আসতাছে বাড়া,1,SalmanMuktadir,,,,,,,,,
তোর এই মুখ নাম এর পুটকির ভিত্রে হান্দায়া থুবি আমাগোরে দ্যাখাইতেসস কেরে,1,SalmanMuktadir,,,,,,,,,
খানকির পোয়া,1,SalmanMuktadir,,,,,,,,,
গাজাটির মত লাগের,1,SalmanMuktadir,,,,,,,,,
ভাই ম্যাকাআপ টা বেশি হইয়া গেছে লিপস্টিক এর কালার টা সেই ক্রাশ খেলাম,1,SalmanMuktadir,,,,,,,,,
দোস্ত তুই বুড়া হয়ে গেছিস,0,SalmanMuktadir,,,,,,,,,
শার্টের নিচে কিছু পড়ো নি ক্যান বাড়া,1,SalmanMuktadir,,,,,,,,,
গাজা খাইতে গিয়া চুল কি সাদা কইরা ফেলছেন,1,SalmanMuktadir,,,,,,,,,
মোবাইল টিপছিলাম বিছানায় শুয়ে হালকা মুতে ধরছে ভাবছি ১০ মিনিট পরে যাব তোর পিক দেখে হাসতে হাসতে বিছানায় মুতে দিছি তুই এখন বিছানা পরিষ্কার করে যাবি,1,SalmanMuktadir,,,,,,,,,
অভদ্র লুক উফফ আগুন,0,SalmanMuktadir,,,,,,,,,
মেয়েটা আজ অনেকটা সুন্দরী হইয়া গেচে,0,SalmanMuktadir,,,,,,,,,
চোদাবোকা,1,SalmanMuktadir,,,,,,,,,
তাল গাছে কাউয়া তুমি আমার শাউয়া,1,SalmanMuktadir,,,,,,,,,
রাস্তায় দাড়িয়ে মুতু করতেছিলাম হটাৎ দেখলাম তুমার এই ছবি ছবিটা দেখে এখন আমার মুতু আটকে গেছে,5,SalmanMuktadir,,,,,,,,,
দেখতে পুরো ধর্ষিতা ধর্ষিতা লাগে,1,SalmanMuktadir,,,,,,,,,
আমি হিজলা দেখি নাই কিন্তু নামকে দেখিছি,1,SalmanMuktadir,,,,,,,,,
মিনিট এর মধ্যে হা হা দিতে পেরে নিজেকে ধন্য মনে হচ্ছে,0,SalmanMuktadir,,,,,,,,,
গাজা কয় স্টিক,5,SalmanMuktadir,,,,,,,,,
বাল পাকনা নাম,1,SalmanMuktadir,,,,,,,,,
ছবিটা দেখে আমার দাদার বন্ধুর কথা মনে পড়ে গেলো তিনি ও তোর মতো বুইড়া ছিলো,1,SalmanMuktadir,,,,,,,,,
ঠিক মতো খাওয়া দাওয়া কইরো গলার হাড্ডি বের হয়ে গেছে,1,SalmanMuktadir,,,,,,,,,
হ্লারপো হালা,1,SalmanMuktadir,,,,,,,,,
পুরাই গাজাটি লাগছে মামা,1,SalmanMuktadir,,,,,,,,,
চুশাচুশির পর ঠোট গুলা একটু বেশিই লাল হয়ছে বাঈয়া,1,SalmanMuktadir,,,,,,,,,
দেইখা মনে হয় ভিতরের সব রস কে জানি টান দিয়া নিয়ে গেসে,5,SalmanMuktadir,,,,,,,,,
আরে আরে এ দেখি সত্যিকারের বাল পাকনা চুল পাকনা,1,SalmanMuktadir,,,,,,,,,
আহারে পুলাডা হাত মারতে মারতে রুগা হইয়া গেছে,1,SalmanMuktadir,,,,,,,,,
নাম ভাই তুমি যদি আমার কমেন্টের রিপ্লাই না দাও তাহলে তুমি গে,1,SalmanMuktadir,,,,,,,,,
তুমি মন্ত্রী হলে কি কাজ কর বলতে পারি না কিম্তু সমকামীদের বৈধতা করতে বেবী,0,SalmanMuktadir,,,,,,,,,
আহারে বেচারি ধর্ষণের পরে মেয়েটার কি অবস্থাই না হলো,5,SalmanMuktadir,,,,,,,,,
মাল ঢেলে ঢেলে ছেলেটার চেহারা বিশ্রী হয়ে গেছে,1,SalmanMuktadir,,,,,,,,,
আজ তোমাকে সেই সেক্সি লাগছে,5,SalmanMuktadir,,,,,,,,,
গাঞ্জা খাওয়া ধরছচ নাকি,1,SalmanMuktadir,,,,,,,,,
মাদারবোর্ড,1,SalmanMuktadir,,,,,,,,,
লাগামহীন অনিয়ন্ত্রিত ডলাডলির কারনে নাম এর শরীরের এই বেহাল দশা,1,SalmanMuktadir,,,,,,,,,
হালারে পুরাই গাঞ্জাখোর মনে হয়,1,SalmanMuktadir,,,,,,,,,
মেয়েটিকে ধর্ষণ করে এভাবে জামা খুলে রাখলো মানবতা আজ কোথায়,5,SalmanMuktadir,,,,,,,,,
আহারে বেচারা কতদিন না খেয়ে আছে মুখটা শুকিয়ে গেছে দেখেন,0,SalmanMuktadir,,,,,,,,,
ভাই চুল গুলা পাকনা করতে কত লাগচে,0,SalmanMuktadir,,,,,,,,,
ভাই তুমি পাগল নাকি,0,SalmanMuktadir,,,,,,,,,
ফালতু চোদা,1,SalmanMuktadir,,,,,,,,,
নাম এর পাছার মতো লাগে,1,SalmanMuktadir,,,,,,,,,
আপনি আমাদের আইডল ভাই আপনাকে দেখে আমরা সুন্দর সুন্দর স্টাইল চুদাই আপনাকে দেখে হিজরা দেখার লোভ সামলাই আপনি সেরা ভাই আপনি সেরা আপ্নার মত বোকাচোদাদের জন্যই দেশের এত উন্নতি আপনি আসলেই বোকাচোদা থুক্কু সেরা কপিড,1,SalmanMuktadir,,,,,,,,,
টানা ১৪ দিন ভাত না খেয়ে শুধু মুলা খেয়ে রানের চিপায় আটকে রেখে যদি ঠাস ঠাস করে তোর মুখে কয়টা পাঁদ দিতে পারতাম তাহলে মন টা শান্তি পাইতো শালা বাইনঞ্চুদ,1,SalmanMuktadir,,,,,,,,,
তোর দুই আঙ্গুলের চিপায় তোর টুনটুনিটাকে ফেলে এমন চাপ দিবো জীবনে আর বাবা ডাক শুনবি না বউয়ের ছেলেও তোকে মামা ডাকবে রে,3,SalmanMuktadir,,,,,,,,,
কম বয়সে বাল পাকনা হইলে যা হয় আরকি,1,SalmanMuktadir,,,,,,,,,
এখনি ব্যাবহার করুন ইঞ্চ্যান্টিওর লোশন একবার ব্যাবহার করলে পাদ দিলে হাগু বের হবে পানির মত,5,SalmanMuktadir,,,,,,,,,
চেহারা বসকাইয়া গেছে,1,SalmanMuktadir,,,,,,,,,
অনেকটা পুটকির মধ্যে কাকড়া ঢুকছে পোজ,1,SalmanMuktadir,,,,,,,,,
